sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,is_anomaly
11.698625772073997,9.859768723811214,16.496695701111356,17.6657414449829,17.4913991637608,22.64985975181743,25.491455769541997,23.40607503073793,24.873097434246002,26.868054407363207,29.896168095378457,33.34683801565886,37.49830873361198,36.61408384838282,37.31255123469651,41.70118019318787,46.15910080414841,45.133181143040034,49.18697083233174,49.51727392727951,0
11.577704526257909,10.218416679267209,15.157423422977304,13.023708666944898,15.947487089796926,21.644768321947094,21.00021358322261,27.27364100260437,24.458841853307398,26.66580811195344,31.907642925407334,31.69208919221186,37.522937275680306,40.55808149438742,39.628013795199614,41.57890997555108,44.63114465468073,46.36133623705666,51.066525678388224,50.59074134804516,0
7.515746314812735,13.14788838204632,13.513412619627852,18.09851472549088,17.06992711256972,20.667711182346874,22.47488128610244,20.835932274446183,26.14826381086278,24.154787448021715,30.18385948313492,31.93492163475084,35.82562385234586,38.90876879381628,40.044189753043796,44.328831818466455,40.95883032367508,46.35706330208642,47.997099175110115,51.96610129295604,0
10.081179282670245,14.822673642270484,12.000699583648881,16.269385222296936,19.520060981176904,20.676131197121226,21.892340341082743,24.74081234662525,27.388099271345425,27.236551687258654,34.111052446669966,35.67914527332737,35.02244951105803,37.76435582209733,42.00379359628217,41.786813326942884,43.34560036433927,45.97938435970673,46.166094623595725,50.492162174828294,0
6.804481638809369,8.222848954303313,16.750912554987664,14.588056653703232,19.582016855648554,22.153788398272702,26.437486751640293,22.975674018899994,25.534950984738014,29.066259007307696,35.357970993020466,32.41502380296971,34.30240535514835,38.04155213209039,38.9041600608538,43.985755428417356,40.81472893267168,47.372018852510735,46.004973628582306,49.50398678657503,0
10.341180465441061,13.400859720658103,15.90458226620904,15.936327823735134,17.79038215125595,16.734725492753547,24.836645493715615,25.194988225552795,27.783729551174314,29.027127298355353,30.25087772624658,32.511958012861655,34.420418961978335,36.63830196623472,41.56179130858076,40.82499059147729,42.11545971123689,46.176650075655196,48.106300635813604,53.488181064129805,0
11.490266562486749,9.74736600249221,16.030914591411975,18.92217044114851,20.34327929782648,20.04830214045008,20.460306931593998,24.05222144675145,30.518670972169186,29.596865167383893,30.5411270103993,32.547683027154626,35.74327969877015,37.99055312105553,37.30059567547178,39.883738289722984,41.957100420936584,47.89970096056234,49.47925839499813,50.97742592215225,0
10.045747402410385,14.989300127559167,16.191029209463167,18.72928249346306,19.370644149101743,20.7801849295415,22.646069255006253,26.34253349306147,25.522449602823503,26.126324400118783,30.270587711038992,32.237124108900694,37.952685270253085,34.625930173336236,41.79504292294747,39.50884455308511,43.7899237060335,48.83699192617043,45.13148664683426,45.61505672957549,0
6.83645574803726,13.822359294321945,14.439842585980774,18.23538571128321,19.93752228147102,19.05544256039949,22.654498278982437,23.97592572878128,27.27684421806786,30.375402517551883,31.21058728779082,32.98645138230088,34.59800396855426,36.64968640662415,40.384388529457745,41.59432408171853,46.18859448376619,41.60726608047321,48.142909050043095,49.392685606993375,0
9.049232718131517,11.051689948348088,15.5875026640904,18.952750693196915,20.360694554145436,18.386599481164694,20.2984193442609,29.59176330779594,24.7250359522099,28.764744134704312,31.431971510043773,34.393269820232206,37.39721910290881,33.473646003103205,38.44274531311434,43.96860886901559,46.801913052643826,46.41708900006759,46.85363262581002,45.94269664757205,0
11.027308596380935,17.01381638851113,13.585655379531305,17.36530447623034,16.186458759450844,21.405322801825484,25.400517837732387,22.777128838243343,25.534643778991338,26.65367914958104,32.787650289352364,29.844973044883755,35.495899001557575,35.33721997227891,36.84833590243387,43.35898701609744,46.551101598627774,46.831204290227234,48.607438434026975,49.610740848472155,0
9.305183893780693,13.265677248325495,12.045464180279435,18.013220909403834,17.746117056637583,23.11566808955819,24.264725992417794,23.291498022757732,28.023693478956673,24.658219402708426,33.72727781473733,29.089624786804702,35.679607356432975,35.41377418430582,40.98896595201778,37.46184000066352,45.40606753883469,43.92732678177616,49.24057219439584,51.56436274583218,0
10.99003928234924,14.303767388138482,18.966146774970582,14.947176452357507,19.325095480677323,18.2014015227611,20.09265407456743,26.835796983487533,29.239529959962695,32.66452820125258,29.260176757678902,31.371245660306467,39.39065736669221,35.531357961312686,40.669278509293676,43.31105149741817,42.29204182662847,48.017007870057846,48.12439126162268,47.69331048775472,0
9.601170315222411,9.138352927970772,14.658445229132202,15.173365258449532,16.497949856526475,19.004278782352543,21.804345519166283,23.916240153419842,26.87735580413297,30.274098860470914,32.58728047917379,33.64591598397337,37.91610565529955,37.845124898802915,39.231147350162956,41.85976395588988,45.271484459066976,46.953986973457994,46.54791523350479,49.21812156126045,0
13.343232044320967,10.610791386137864,17.22891314495386,15.657625165518839,17.458374360901878,21.654680608151295,25.827758693490857,24.46554392798113,23.806239307185976,30.45853441633958,29.876371168818487,35.036232196159716,36.05458196420981,39.90371318463494,38.61649920717837,40.233367758399545,40.391198031457236,48.262393744017345,47.42055218142626,50.33960439584839,0
10.02911860798097,10.952849902732044,13.38001854347586,16.426934506466058,20.30477623776064,18.476276126312655,21.771553984200473,23.29794836691819,25.06857195027988,28.053230397564594,30.57872037731158,31.85762362498778,36.44440964350335,34.585870291749046,34.251597984348386,41.294577385977846,42.811743773619355,45.303043671250435,47.64440814811253,47.82283210654098,0
8.414874126479681,13.05646560892403,18.38916778517238,16.170001520410015,17.678415134968102,21.609035710595794,25.669106683561154,22.95019866488974,26.561308191266026,28.695226399450824,28.07247748318595,34.160443286392294,36.89815724932289,34.964070964822525,40.483756107797376,44.10522880291479,45.32384889842679,46.93209145757065,48.775767959901046,47.33368406818535,0
8.888387272817685,8.442782336609682,12.281252293031478,12.818300161010606,17.427993203104702,22.001417780262422,21.88114580914565,24.7165395297267,24.816404170957696,32.078639955121595,31.755418403899267,34.12211069051687,35.193363307061944,37.514106333641394,39.02316201353918,39.84106162985849,43.436914615474564,49.720362777105876,47.57498038466113,52.876721334838884,0
7.024968363211407,12.708353185608122,14.998333070151538,21.28421594349509,20.237821213836032,16.25653066880163,22.687328883357115,23.341011414436483,25.908076861753504,31.89092727509727,26.66783952777256,32.88498396356403,34.85321834237681,37.33005035720562,37.84712331056591,41.32627422341469,44.55751013260687,43.87681610584363,49.30475581766369,51.44457446649932,0
9.76681065423103,10.782483938573629,14.749370456297761,16.4844868762347,17.11252165988694,19.762050761284616,22.511767565589885,25.543532466649353,26.145316597838292,30.244276096342233,30.14887840175013,29.881935736117313,37.334508598800404,35.98971420886664,40.706220851717596,39.047511357669634,45.56724098766674,42.505619441441745,54.07797037788582,52.14456426019303,0
10.102208562786432,9.545379965029525,11.960447919560849,17.93736804573033,21.116425138019167,22.48883553377903,20.065535363441786,24.50019750153023,23.42189133557134,28.653885210681135,32.38190293729618,33.769298346578324,34.474262013040615,36.57019153977911,39.53940682058153,40.46958008532454,43.66416695979473,46.415574386370906,47.438204390821305,51.13037729400599,0
12.694169532044132,12.33269332834985,14.133466878943096,14.171927522602639,19.862155695126425,19.441152411115272,21.95208262245032,23.529677996734424,27.33704811779403,24.476878584839767,31.25132106208427,35.78786925660516,38.856763642454794,36.45639658557669,36.838216980941446,41.398619555632905,44.11245838376376,45.19148399666834,48.80301820496442,49.35581242614365,0
12.033148906534759,16.86122321820063,11.908375617469876,16.10460602659279,18.342400950186875,20.882731898075598,22.82870171381048,21.900802977933015,29.389833123478994,30.01007164888653,30.588269326081758,32.07669711597137,32.75964119206611,37.26246522051908,42.93177556197275,41.36762352864302,39.98026378316819,48.810311418873226,44.3519168967565,47.43645589780722,0
10.52582398929506,9.307725825008127,17.342013262340366,16.882479120842884,20.454357505249178,19.774791638574442,22.23412958175471,26.36979265422068,25.494827306288332,27.833608376849426,28.921817617446287,33.08983163979369,40.91709530745627,36.58717970403176,40.13332145396879,43.45118953384615,47.69592181738911,44.762514614937366,47.984758066315216,54.16608903935646,0
10.14766345692553,14.683090471420154,15.534383039525903,16.57293640775678,20.58524574283592,20.115950005374962,20.394726183774733,26.232731181926386,30.321411455494456,27.83707719676464,32.024000675506834,33.05774371961721,34.31661509829471,33.89666319786217,39.26425318437081,42.331739000964355,44.477099542828476,40.760586338026506,43.370170425387464,48.388365566796345,0
