temp,humidity,pressure,co2,light,vibration,sound,occupancy,is_anomaly
0.005001159836416191,-0.23666965525326972,0.5893901043902642,1.1278594131796598,-0.4991634413774806,1.1873158887543827,0.8795393005780276,0.6836985300319725,0
0.24523211942337675,-0.2710695571388521,0.260645545343519,-0.09578449425753816,0.8725853477114416,1.1271409079800048,1.8837956559304974,,0
-0.06691911123270289,-0.4319032727804538,-0.406561743078478,0.37298278195656753,1.0429912909376637,1.441305353602162,0.28503294440623617,1.3839275416466803,0
0.20346329431912658,0.6320765078591137,1.380138755790754,2.53114112142162,1.3864431063248073,0.8152999612700467,0.15041995571810785,1.3410396688160005,0
0.17881446311315513,-0.1785708885495375,0.4279144627217498,1.1293688091984806,0.7464637128265663,0.8496546657572221,1.142244932794713,1.0946196356059408,0
-0.21370765903975752,1.088511947612681,0.46728386881481293,1.355440717938276,1.382286082033563,1.3078593423048994,1.5730195971661154,1.22932009902306,0
0.2861795093199797,0.9526132776894994,0.07430555068180289,2.9386238776222986,2.036224484886454,1.2096619918482174,1.2837310519954162,1.4263539955161755,0
0.25951074609099123,0.728050138823531,,1.9927357052146704,2.432825537170652,0.8423689492876509,1.7640708318000844,2.26567954503405,0
0.09626106416945812,1.3951859133750015,-0.03990251811956236,2.253025298067511,1.8236969827106508,0.8728846026019719,1.8501741821183417,1.3324332281545082,0
0.7136734766653586,0.8603659835114539,0.5628636037125737,3.072913515896129,2.301581129002491,0.3978890440959594,1.9443976501098688,1.3542717847116783,0
0.9875864969455667,1.1443798530875893,0.033322314936005015,1.8488524598885498,0.9417484285147923,1.103677657458817,1.0277741111486267,2.06401527184049,0
1.1427997926754743,1.301303950208739,0.30335296822410346,2.022947121772867,0.7002193784182688,0.8033739781759361,1.6673764387277203,,0
-0.034287220627936765,0.4481230031443842,0.6159951797902299,2.814867892306818,1.5003045333301548,1.4519909088269363,1.02935859577848,2.1835766787896347,0
0.6013299543666996,0.3636402344138982,0.28047415006534976,1.068031993836536,0.824517224162028,0.9126728696067059,0.8675340999100863,1.696636391887626,0
0.6287927878825045,0.24112137264142255,,1.0535066423631405,1.518419330673708,1.276689513920393,0.9480565475727223,1.2023198973917661,0
-0.30633516394701094,0.01993748726156419,-0.030147932358128182,2.0536716491874096,2.3039566322827243,2.2560840090410563,1.4354206086322396,1.8635657865603334,0
,0.20702783563764443,0.13435293953448968,1.2359895596416115,1.0609718586440466,0.8521966453441051,0.04106081054637245,1.6238349376636254,0
0.012449117080360006,0.8043968279979973,1.6301724747290245,1.8964881230081416,0.4174986021903424,,1.7023346034578264,2.9037803578785697,0
-0.23867140419149563,,0.2693968805403832,1.2453987021721042,2.297249710043676,0.2815181675003624,1.0878559355956054,1.2768964320185063,0
